"Subject"	"X1.a_Debrief"	"X1.b_Debrief"	"X1.c_Debrief"	"X1.d_Debrief"	"X1.e_Debrief"	"X2.a_Debrief"	"X2.b_Debrief"	"X2.c_Debrief"	"X2.d_Debrief"	"X2.e_Debrief"	"X2.f_Debrief"	"X2.g_Debrief"	"X2.h_Debrief"	"Game.play.affect.distraction.time_Debrief"	"Surprise_Debrief"	"Suspected_Debrief"	"Entrant_Debrief"	"Entrant_Distraction_Assignment"	"Entrant_Note_sheet"	"Entrant_Post-Questionnaire"	"Entrant_Writing_Task_Evaluation"	"Assignment_Distraction_Assignment"	"Date_Note_sheet"	"Time_Note_sheet"	"RA_Note_sheet"	"Station_Note_sheet"	"Condition_Note_sheet"	"Game.1_Note_sheet"	"Game.2_Note_sheet"	"Game.3_Note_sheet"	"Game.4_Note_sheet"	"Game.5_Note_sheet"	"Game.6_Note_sheet"	"Good.Session_Note_sheet"	"irritated_Post-Questionnaire"	"happy_Post-Questionnaire"	"angered_Post-Questionnaire"	"helpful_Post-Questionnaire"	"pleased_Post-Questionnaire"	"annoyed_Post-Questionnaire"	"knew.others_Post-Questionnaire"	"knew.partner_Post-Questionnaire"	"easy.nav_Post-Questionnaire"	"excited_Post-Questionnaire"	"engaged_Post-Questionnaire"	"challenging_Post-Questionnaire"	"stressful_Post-Questionnaire"	"violence_Post-Questionnaire"	"diff.nav_Post-Questionnaire"	"reflexes_Post-Questionnaire"	"satisfying_Post-Questionnaire"	"effective_Post-Questionnaire"	"difficult_Post-Questionnaire"	"good.fight_Post-Questionnaire"	"hard.control_Post-Questionnaire"	"mental.effort_Post-Questionnaire"	"comfort.control_Post-Questionnaire"	"exhausting_Post-Questionnaire"	"aggressed_Post-Questionnaire"	"enjoyed_Post-Questionnaire"	"often.played_Post-Questionnaire"	"FPS.experience_Post-Questionnaire"	"FPS.skill_Post-Questionnaire"	"mkb.experience_Post-Questionnaire"	"vg.freq_Post-Questionnaire"	"vg.cumul_Post-Questionnaire"	"gender_Post-Questionnaire"	"age_Post-Questionnaire"	"race_Post-Questionnaire"	"year_Post-Questionnaire"	"GPA_Post-Questionnaire"	"A_Writing_Task_Evaluation"	"B_Writing_Task_Evaluation"	"C_Writing_Task_Evaluation"	"D_Writing_Task_Evaluation"	"E_Writing_Task_Evaluation"	"F_Writing_Task_Evaluation"	"L2d4d_"	"R2d4d_"	"L_ring_length_"	"L_ring_angle_"	"L_index_length_"	"L_index_angle_"	"R_index_length_"	"R_index_angle_"	"R_ring_length_"	"R_ring_angle_"	"nCoders_"	"Violence"	"Difficulty"
"205"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no "	"maybe"	"1"	"TG"	"JC"	"TG"	"TG"	"TG"	"9"	"16140"	"0.625"	"RP"	"4"	"1"	"0"	"320"	"13"	"933"	"147"	"0"	"Yes"	"4"	"3"	"7"	"1"	"1"	"5"	"No"	"No"	"5"	"6"	"7"	"6"	"1"	"7"	"3"	"5"	"7"	"7"	"3"	"5"	"6"	"7"	"7"	"1"	"7"	"7"	"2"	"3"	"5"	"7"	"4"	"4"	"M"	"18"	"2"	"1"	"2.8"	"7"	"8"	"7"	"9"	"7"	"7"	"0.867854558610709"	"0.886851851851852"	"1105.6"	"88.19"	"959.5"	"75.76"	"957.8"	"78.62"	"1080"	"85.7"	"1"	"Violent"	"Easy"
"206"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"maybe"	"no"	"1"	"TG"	"JC"	"TG"	"TG"	"TG"	"7"	"16140"	"0.625"	"JC"	"2"	"2"	"8"	"188"	"4"	"867"	"63"	"126"	"Yes"	"4"	"2"	"5"	"1"	"1"	"4"	"No"	"No"	"2"	"3"	"4"	"7"	"7"	"7"	"5"	"7"	"3"	"3"	"7"	"7"	"5"	"3"	"3"	"5"	"5"	"3"	"1"	"1"	"2"	"3"	"1"	"4"	"M"	"19"	"2"	"2"	"2.8"	"3"	"-8"	"1"	"5"	"2"	"0"	"0.966707267559886"	"0.976331360946746"	"985.2"	"88.89"	"952.4"	"88.44"	"990"	"89.48"	"1014"	"85.59"	"1"	"Violent"	"Hard"
"207"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"nno"	"no"	"2"	"TG"	"JC"	"TG"	"TG"	"TG"	"9"	"16140"	"0.666666666666667"	"JC"	"2"	"3"	"0"	"433"	"14"	"2396"	"84"	"0"	"Maybe"	"4"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"7"	"4"	"4"	"4"	"4"	"1"	"1"	"1"	"4"	"7"	"1"	"1"	"1"	"2"	"7"	"1"	"1"	"3"	"5"	"7"	"7"	"7"	"3"	"5"	"F"	"20"	"5"	"2"	"3.2"	"10"	"0"	"10"	"10"	"5"	"6"	"0.968447360199938"	"0.942419221209611"	"960.3"	"85.22"	"930"	"89.75"	"910"	"89.87"	"965.6"	"86.73"	"1"	"Nonviolent"	"Easy"
"208"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"maybe"	"1"	"TG"	"JC"	NA	"TG"	"TG"	"9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"6"	"1"	"4"	"1"	"2"	"6"	"No"	"No"	"7"	"6"	"7"	"4"	"2"	"2"	"1"	"6"	"6"	"6"	"5"	"5"	"1"	"5"	"7"	"2"	"7"	"7"	"2"	"7"	"5"	"6"	"6"	"7"	"M"	"21"	"5"	"3"	"3.04"	"6"	"-4"	"8"	"8"	"7"	"6"	"0.897891599514295"	"0.909435223348557"	"905.9"	"87.47"	"813.4"	"88.24"	"816.4"	"85.57"	"897.7"	"87.7"	"1"	NA	NA
"209"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"yes"	"yes"	"4"	"TG"	"JC"	"TG"	"TG"	"TG"	"9"	"16140"	"0.760416666666667"	"MB"	"2"	"1"	"0"	"488"	"22"	"1780"	"202"	"0"	"Yes"	"5"	"5"	"2"	"1"	"1"	"6"	"Yes"	"Yes"	"5"	"4"	"5"	"1"	"1"	"5"	"2"	"6"	"6"	"6"	"2"	"2"	"3"	"2"	"6"	"1"	"5"	"4"	"5"	"6"	"4"	"2"	"1"	"5"	"M"	"19"	"5"	"1"	"4"	"0"	"-10"	"3"	"9"	"-7"	"-5"	"0.950231108244652"	"0.895048666948794"	"930.3"	"95.19"	"884"	"89.68"	"846"	"89.39"	"945.2"	"83.44"	"1"	"Violent"	"Easy"
"21"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"No"	"No"	"3"	"AM"	"CH"	"AM"	"AM"	"CH"	"4"	"41546"	"0.541666666666667"	"Ashley"	"4"	"1"	"0"	"393"	"13"	"397"	"282"	"0"	"Maybe"	"5"	"4"	"4"	"3"	"2"	"5"	"Yes"	"No"	"6"	"5"	"6"	"3"	"3"	"6"	"3"	"3"	"5"	"5"	"3"	"1"	"3"	"2"	"6"	"2"	"5"	"5"	"3"	"7"	"5"	"5"	"3"	"4"	"M"	"18"	"5"	"1"	"4"	"7"	"6"	"7"	"8"	"8"	"7"	"0.933795322361094"	"0.920931360659714"	"808.1"	"89.01"	"754.6"	"80.39"	"759.4"	"76.06"	"824.6"	"85.41"	"1"	"Violent"	"Easy"
"210"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"no "	"no"	"4"	"TG"	"JC"	"TG"	"TG"	"TG"	"8"	"16140"	"0.760416666666667"	"DT"	"4"	"2"	"1"	"335"	"9"	"1247"	"130"	"74"	"Yes"	"1"	"6- note- lol"	"3"	"1"	"2"	"7"	"Yes"	"No"	"1"	"2"	"1"	"1"	"1"	"6"	"2"	"5"	"7"	"7"	"1"	"1"	"1"	"2"	"6"	"1"	"5"	"6"	"6"	"7"	"7"	"6"	"3"	"6"	"M"	"19"	"5"	"1"	"3.5"	"5"	"-2"	"7"	"7"	"3"	"5"	"0.977691882937603"	"0.969259585720582"	"905.5"	"83.66"	"885.3"	"88.45"	"879.7"	"85.5"	"907.6"	"76.62"	"1"	"Violent"	"Hard"
"211"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"no"	"no"	"2"	"TG"	"JC"	"TG"	"TG"	"TG"	"9"	"16141"	"0.458333333333333"	"RP"	"4"	"3"	"0"	"375"	"12"	"295"	"313"	"0"	"Maybe"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"7"	"3"	"6"	"1"	"1"	"1"	"1"	"2"	"3"	"3"	"5"	"1"	"1"	"1"	"7"	"2"	"1"	"5"	"1"	"7"	"7"	"7"	"7"	"7"	"M"	"19"	"2"	"1"	"3.2"	"-6"	"-8"	"-7"	"2"	"3"	"-2"	"0.976971467086048"	"1.00134498991258"	"890.2"	"87.04"	"869.7"	"83.46"	"893.4"	"82.6"	"892.2"	"88.84"	"1"	"Nonviolent"	"Easy"
"212"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"no"	"yes"	"4"	"TG"	"JC"	"TG"	"TG"	"TG"	"9"	"16141"	"0.458333333333333"	"JC"	"2"	"4"	"0"	"372"	"12"	"1416"	"112"	"45"	"Yes"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"7"	"5"	"5"	"5"	"1"	"1"	"1"	"1"	"5"	"5"	"3"	"5"	"2"	"3"	"6"	"2"	"1"	"4"	"5"	"7"	"7"	"7"	"7"	"7"	"M"	"18"	"5"	"1"	"3.62"	"5"	"2"	"4"	"6"	"3"	"4"	"0.963059701492537"	"0.959173635022135"	"804"	"89.43"	"774.3"	"88.3"	"780"	"89.56"	"813.2"	"84.92"	"1"	"Nonviolent"	"Hard"
"213"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"maybe"	"no"	"4"	"TG"	"JC"	"TG"	"TG"	"TG"	"6"	"16146"	"0.548611111111111"	"HG"	"2"	"2"	"0"	"373"	"12"	"1617"	"85"	"87"	"Yes"	"3"	"6"	"3"	"5"	"5"	"4"	"No"	"No"	"7"	"7"	"7"	"3"	"1"	"6"	"1"	"6"	"4"	"6"	"2"	"3"	"1"	"2"	"7"	"3"	"4"	"7"	"6"	"7"	"7"	"7"	"7"	"7"	"M"	"19"	"5"	"3"	"2.7"	"4"	"7"	"5"	"6"	"8"	"6"	"0.952972791400739"	"0.952247819279803"	"893.1"	"89.17"	"851.1"	"85.96"	"851.5"	"78.69"	"894.2"	"88.65"	"1"	"Violent"	"Hard"
"214"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"no"	"3"	"TG"	"JC"	"TG"	"TG"	"TG"	"9"	"16147"	"0.625"	"RP"	"4"	"2"	"2"	"380"	"10"	"1675"	"103"	"89"	"Yes"	"2"	"4"	"2"	"1"	"1"	"7"	"Yes"	"Yes"	"7"	"5"	"5"	"6"	"2"	"7"	"2"	"5"	"5"	"6"	"2"	"4"	"1"	"5"	"7"	"3"	"3"	"5"	"6"	"7"	"5"	"6"	"7"	"7"	"M"	"19"	"1"	"1"	"3.275"	"3"	"0"	"0"	"7"	"4"	"2"	"0.963944343617665"	"0.96515984015984"	"826.5"	"87.92"	"796.7"	"86.26"	"772.9"	"83.54"	"800.8"	"83.11"	"1"	"Violent"	"Hard"
"215"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"maybe"	"no "	"2"	"TG"	"JC"	"TG"	"TG"	"TG"	"4"	"16147"	"0.625"	"JC "	"2"	"3"	"0"	"91"	"22"	"382"	"27"	"0"	"Maybe"	"2"	"4"	"2"	"4"	"2"	"3"	"Yes"	"Yes"	"7"	"2"	"2"	"1"	"2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"3"	"1"	"1"	"1"	"1"	"7"	"5"	"5"	"2"	"4"	"M"	"18"	"5"	"1"	"3.34 C, 3.4 HS"	"3"	"4"	"2"	"5"	"2"	"4"	"0.97143161709839"	"0.947888685935317"	"938.1"	"89.14"	"911.3"	"85.15"	"882.2"	"88.83"	"930.7"	"85.62"	"1"	"Nonviolent"	"Easy"
"216"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TG"	NA	NA	NA	"16147"	NA	"RP"	"4"	"4"	NA	NA	NA	NA	NA	NA	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1.05075580680841"	"1.0095646842428"	"813.7"	"78.49"	"855"	"82.14"	"823.3"	"78.58"	"815.5"	"86.56"	"1"	"Nonviolent"	"Hard"
"217"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"no"	"no"	"4"	"TG"	"JC"	"TG"	"TG"	"TG"	"9"	"16147"	"0.666666666666667"	"JC"	"2"	"1"	"0"	"420"	"15"	"583"	"280"	"0"	"No"	"5"	"1"	"5"	"1"	"1"	"5"	"No"	"No"	"5"	"5"	"5"	"1"	"1"	"7"	"3"	"5"	"6"	"6"	"1"	"1"	"2"	"3"	"6"	"2"	"7"	"5"	"4"	"7"	"6"	"3"	"5"	"5"	"M"	"19"	"5"	"1"	"3.3"	"5"	"3"	"5"	"6"	"5"	"5"	"0.918110918544194"	"0.938704028021016"	"923.2"	"88.88"	"847.6"	"81.38"	"857.6"	"87.86"	"913.6"	"84.22"	"1"	"Violent"	"Easy"
"218"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"no"	"no"	"3"	"TG"	"JC"	"TG"	"TG"	"TG"	"7"	"16147"	"0.760416666666667"	"DT"	"4"	"2"	"2"	"460"	"15"	"1644"	"159"	"93"	"Yes"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"7"	"6"	"7"	"5"	"5"	"6"	"1"	"5"	"4"	"3"	"5"	"6"	"1"	"4"	"7"	"4"	"3"	"6"	"3"	"7"	"7"	"7"	"5"	"6"	"M"	"18"	"5"	"1"	"3.3"	"-2"	"5"	"-1"	"7"	"-1"	"1"	"0.962138084632517"	"0.974657297546366"	"853.1"	"89.06"	"820.8"	"86.16"	"846.1"	"89.19"	"868.1"	"83.78"	"1"	"Violent"	"Hard"
"219"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"yes"	"2"	"TG"	"JC"	"TG"	"TG"	"TG"	"5"	"16147"	"0.760416666666667"	"MB"	"2"	"3"	"0"	"526"	"17"	"2499"	"135"	"0"	"Yes"	"4"	"1"	"1"	"1"	"1"	"7"	"No"	"No"	"7"	"2"	"5"	"1"	"1"	"1"	"1"	"1"	"2"	"7"	"1"	"2"	"1"	"1"	"7"	"1"	"2"	"3"	"1"	"7"	"7"	"1"	"1"	"4"	"M"	"19"	"5"	"1"	"3.608"	"5"	"1"	"7"	"10"	"5"	"4"	"0.934475911798516"	"0.965788905676667"	"956.9"	"85.56"	"894.2"	"87.5"	"894.9"	"87.44"	"926.6"	"85.67"	"1"	"Nonviolent"	"Easy"
"22"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Yes"	"4"	"AM"	"CH"	"AM"	"AM"	"CH"	"9"	"41546"	"0.541666666666667"	"JH"	"2"	"2"	"1"	"235"	"4"	"1005"	"81"	"47"	"Yes"	"5"	"1"	"6"	"4"	"1"	"5"	"No"	"No"	"7"	"4"	"6"	"3"	"1"	"3"	"1"	"6"	"4"	"6"	"5"	"6"	"1"	"6"	"7"	"1"	"1"	"7"	"5"	"7"	"6"	"6"	"5"	"7"	"M"	"18"	"5"	"1"	"3.8"	"8"	"10"	"7"	"9"	"5"	"8"	"0.946476170167395"	"0.957071848169905"	"937.9"	"87.49"	"887.7"	"82.95"	"847.2"	"84.31"	"885.2"	"85.98"	"1"	"Violent"	"Hard"
"220"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"no"	"no "	"4"	"TG"	"JC"	"TG"	"TG"	"TG"	"3"	"16147"	"0.802083333333333"	"DT"	"4"	"4"	"0"	"484"	"19"	"1439"	"189"	"104"	"No"	"2"	"4"	"4"	"1"	"4"	"4"	"No"	"No"	"7"	"1"	"1"	"1"	"1"	"4"	"1"	"5"	"6"	"6"	"4"	"3"	"2"	"2"	"7"	"1"	"5"	"3"	"3"	"6"	"5"	"7"	"6"	"6"	"M"	"19"	"5"	"1"	"3.1"	"2"	"2"	"0"	"5"	"1"	"1"	"0.96691490660481"	"0.981254594462142"	"819.1"	"89.3"	"792"	"87.18"	"800.9"	"87.35"	"816.2"	"88.88"	"1"	"Nonviolent"	"Hard"
"221"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"yes"	"1"	"TG"	"JC"	"TG"	"TG"	"TG"	"5"	"16147"	"0.802083333333333"	"MB"	"2"	"1"	"0"	"278"	"22"	"892"	"200"	NA	"Yes"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"7"	"4"	"4"	"1"	"1"	"4"	"4"	"4"	"4"	"7"	"1"	"1"	"1"	"1"	"7"	"1"	"1"	"4"	"5"	"5"	"5"	"7"	"5"	"4"	"M"	"19"	"5"	"1"	"3.1"	"3"	"-10"	"4"	"2"	"-2"	"3"	"0.950705104205666"	"0.927718416090509"	"801.3"	"86.78"	"761.8"	"86.01"	"738"	"89.53"	"795.5"	"83.29"	"1"	"Violent"	"Easy"
"222"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"no"	"no"	"1"	"TG"	"JC"	"TG"	"TG"	"TG"	"6"	"16148"	"0.416666666666667"	"RP"	"2"	"2"	"0"	"298"	"10"	"1193"	"66"	"56"	"Yes"	"4"	"4"	"4"	"3"	"3"	"4"	"No"	"No"	"6"	"5"	"5"	"5"	"4"	"6"	"6"	"6"	"5"	"6"	"3"	"3"	"3"	"3"	"5"	"2"	"3"	"5"	"2"	"5"	"3"	"3"	"1"	"1"	"M"	"19"	"5"	"1"	"4"	"3"	"4"	"0"	"2"	"-3"	"2"	"0.954157445463168"	"0.952702702702703"	"948.9"	"81.7"	"905.4"	"77.82"	"902.4"	"86.82"	"947.2"	"87.1"	"1"	"Violent"	"Hard"
"223"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"maybe"	"yes"	"1"	"TG"	"JC"	"TG"	"TG"	"TG"	"9"	"16148"	"0.416666666666667"	"JC"	"4"	"3"	"0"	"432"	"14"	"2314"	"92"	"0"	"Yes"	"6"	"1"	"1"	"1"	"1"	"6"	"No"	"No"	"7"	"1"	"5"	"1"	"1"	"4"	"1"	"1"	"1"	"7"	"1"	"1"	"1"	"2"	"1"	"1"	"6"	"4"	"2"	"7"	"6"	"4"	"3"	"7"	"M"	"20"	"2 and 5"	"3"	"2.8"	"5"	"-10"	"0"	"5"	"-8"	"-5"	"0.898617009691822"	"0.904746494066882"	"918.3"	"88.5"	"825.2"	"88.61"	"838.7"	"77.89"	"927"	"83.5"	"1"	"Nonviolent"	"Easy"
"224"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yes"	"maybe"	"2"	"TG"	"TG"	"TG"	"TG"	"TG"	"9"	"16148"	NA	"RP"	"4"	"4"	"6"	"277"	"6"	"831"	"138"	"92"	NA	"5"	"1"	"3"	"1"	"1"	"3"	"No"	"No"	"3"	"3"	"3"	"5"	"5"	"5"	"3"	"5"	"3"	"3"	"4"	"5"	"4"	"5"	"4"	"5"	"5"	"4"	"5"	"5"	"5"	"4"	"2"	"4"	"M"	"19"	"5"	"1"	"3 C, 4 HS"	"1"	"3"	"2"	"7"	"5"	"4"	"0.965315315315315"	"0.972663845362004"	"888"	"89.87"	"857.2"	"68.22"	"850.4"	"76.81"	"874.3"	"88.43"	"1"	"Nonviolent"	"Hard"
"225"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"maybe"	"maybe"	"3"	"TG"	"TG"	"TG"	"TG"	"TG"	"7"	"16148"	"0.458333333333333"	"JC"	"2"	"1"	"0"	"320"	"10"	"1152"	"175"	"0"	"Yes"	"2"	"2"	"2"	"1"	"1"	"2"	"No"	"No"	"6"	"3"	"5"	"2"	"5"	"7"	"2"	"4"	"7"	"7"	"2"	"1"	"1"	"1"	"7"	"5"	"7"	"5"	"2"	"3"	"3"	"4"	"3"	"4"	"M"	"20"	"5"	"4"	"3"	"10"	"7"	"8"	"8"	"5"	"6"	"0.947192884936076"	"0.954128440366973"	"899.5"	"85.73"	"852"	"89.53"	"852.8"	"87.58"	"893.8"	"82.41"	"1"	"Violent"	"Easy"
"226"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"maybe"	"yes"	"2"	"TG"	"JC"	"TG"	"TG"	"TG"	"9"	"16160"	"0.625"	"AM"	"4"	"2"	"2"	"249"	"6"	"975"	"61"	"67"	"Yes"	"3"	"3"	"5"	"1"	"2"	"5"	"No"	"No"	"6"	"5"	"5"	"5"	"4"	"6"	"2"	"5"	"4"	"5"	"3"	"5"	"2"	"4"	"5"	"3"	"5"	"5"	"4"	"5"	"5"	"6"	"2"	"3"	"M"	"19"	"5"	"1"	"3.6"	"9"	"8"	"9"	"10"	"8"	"9"	"0.944552951388889"	"0.956976364230476"	"921.6"	"84.27"	"870.5"	"81.54"	"878.6"	"81.1"	"918.1"	"84.56"	"1"	"Violent"	"Hard"
"227"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"maybe"	"no"	"4"	"TG"	"JC"	"TG"	"TG"	"TG"	"9"	"16161"	"0.708333333333333"	"JC"	"2"	"3"	"0"	"494"	"15"	"983"	"303"	"0"	"Yes"	"7"	"1"	"4"	"1"	"1"	"7"	"No"	"No"	"4"	"7"	"7"	"1"	"1"	"1"	"1"	"1"	"4"	"4"	"4"	"1"	"4"	"4"	"4"	"1"	"4"	"7"	"4"	"7"	"7"	"7"	"7"	"7"	"M"	"18"	"5"	"1"	"3"	"5"	"5"	"5"	"10"	"8"	"5"	"0.951556691449814"	"0.936642865238581"	"860.8"	"87.6"	"819.1"	"89.16"	"826.4"	"82.84"	"882.3"	"85.84"	"1"	"Nonviolent"	"Easy"
"228"	"1"	"1"	"X-ed out"	"X-ed out"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"no"	"no"	"2"	"TG"	"JC"	"TG"	"TG"	"TG"	"2"	"16161"	"0.625"	"RP"	"4"	"4"	"1"	"389"	"13"	"1622"	"179"	"77"	"Maybe"	"4"	"3"	"4"	"3"	"4"	"4"	"No"	"No"	"6"	"5"	"5"	"4"	"3"	"3"	"3"	"3"	"5"	"5"	"3"	"4"	"3"	"3"	"5"	"3"	"3"	"5"	"5"	"7"	"6"	"5"	"4"	"5"	"M"	"18"	"5"	"1"	"3.52"	"0"	"0"	"2"	"-2"	"-5"	"-1"	"0.954029264031448"	"0.948582515899536"	"915.8"	"87.56"	"873.7"	"78.11"	"880"	"81.37"	"927.7"	"85.61"	"1"	"Nonviolent"	"Hard"
"229"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"yes"	"yes"	"4"	"TG"	"TG"	"TG"	"TG"	"TG"	"9"	"16167"	"0.501388888888889"	"AM"	"2"	"1"	"1"	"319"	"11"	"467"	"279"	"0"	"Yes"	"6"	"2"	"4"	"1"	"1"	"5"	"No"	"No"	"6"	"4"	"6"	"1"	"1"	"7"	"4"	"1"	"5"	"7"	"1"	"1"	"5"	"1"	"6"	"1"	"1"	"5"	"2"	"2"	"1"	"6"	"2"	"3"	"M"	"29"	"5"	"3"	"3.285"	"-4"	"-"	"-"	"-"	"-10"	"-"	"1.0170764324658"	"1.02454620462046"	"972.1"	"79.57"	"988.7"	"80.1"	"993.4"	"79.91"	"969.6"	"80.38"	"1"	"Violent"	"Easy"
"23"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"No"	"No"	"2"	"AM"	"CH"	"AM"	"AM"	"CH"	"3"	"41547"	"0.71875"	"Danielle"	"4"	"3"	"0"	"465"	"16"	"2524"	"162"	"0"	"Yes"	"7"	"1"	"7"	"1"	"1"	"7"	"No"	"No"	"7"	"2"	"4"	"1"	"1"	"1"	"1"	"1"	"5"	"5"	"1"	"1"	"12"	"2"	"7"	"1"	"1"	"4"	"2"	"7"	"5"	"2"	"4"	"5"	"M"	"18"	"5"	"1"	"3.85"	"8"	"9"	"8"	"8"	"7"	"8"	"0.977216886307795"	"0.972736231249316"	"895.4"	"88.27"	"875"	"81.32"	"888.4"	"85.8"	"913.3"	"85.1"	"1"	"Nonviolent"	"Easy"
"230"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"yes"	"no"	"3"	"TG"	"TG"	"TG"	"TG"	"TG"	"6"	"16167"	"0.5"	"HG"	"4"	"2"	"0"	"304"	"10"	"1108"	"32"	"48"	"Yes"	"4"	"2"	"4"	"1"	"2"	"3"	"No"	"No"	"7"	"6"	"6"	"1"	"1"	"7"	"1"	"5"	"7"	"7"	"4"	"1"	"1"	"4"	"7"	"2"	"6"	"6"	"3"	"6"	"5"	"7"	"2"	"6"	"M"	"19"	"5"	"1"	"3.3"	"4"	"3"	"2"	"8"	"0"	"3"	"0.929773775061649"	"0.929563600568741"	"932.7"	"87.73"	"867.2"	"82.11"	"849.9"	"83.85"	"914.3"	"83.28"	"1"	"Violent"	"Hard"
"231"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"no"	"no"	"3"	"TG"	"TG"	"TG"	"TG"	"TG"	"5"	"16167"	"0.548611111111111"	"AM"	"2"	"3"	"0"	"438"	"14"	"1700"	"80"	"0"	"Yes"	"5"	"3"	"4"	"2"	"3"	"4"	"No"	"No"	"5"	"4"	"4"	"2"	"2"	"1"	"2"	"4"	"5"	"5"	"3"	"3"	"2"	"4"	"7"	"2"	"2"	"5"	"6"	"7"	"6"	"6"	"7"	"7"	"M"	"19"	"5"	"1"	"2.8"	"-5"	"0"	"-7"	"2"	"3"	"-4"	"0.932681984109942"	"1.05140086206897"	"931.4"	"85.87"	"868.7"	"85.51"	"975.7"	"86.4"	"928"	"85.36"	"1"	"Nonviolent"	"Easy"
