"Subject"	"1.a"	"1.b"	"1.c"	"1.d"	"1.e"	"2.a"	"2.b"	"2.c"	"2.d"	"2.e"	"2.f"	"2.g"	"2.h"	"Game.affect.distraction"	"Surprise"	"Suspected"	"Why "	"Entrant"	"Assignment"	"Entrant"	"Date"	"Time"	"RA"	"Station"	"Condition"	"Game.1"	"Game.2"	"Game.3"	"Game.4"	"Game.5"	"Game.6"	"Good.Session"	"Notes"	"Entrant"	"irritated"	"happy"	"angered"	"helpful"	"pleased"	"annoyed"	"knew.others"	"knew.partner"	"easy.nav"	"excited"	"engaged"	"challenging"	"stressful"	"violence"	"diff.nav"	"reflexes"	"satisfying"	"effective"	"difficult"	"good.fight"	"hard.control"	"mental.effort"	"comfort.control"	"exhausting"	"aggressed"	"enjoyed"	"often.played"	"FPS.experience"	"FPS.skill"	"mkb.experience"	"vg.freq"	"vg.cumul"	"gender"	"age"	"race"	"year"	"GPA"	"Entrant"	"A"	"B"	"C"	"D"	"E"	"F"	"Entrant"	"L2d4d"	"R2d4d"	"L_ring_length"	"L_ring_angle"	"L_index_length"	"L_index_angle"	"R_ring_length"	"R_ring_angle"	"R_index_length"	"R_index_angle"	"notes"	"coder"	"Violence"	"Difficulty"
"121"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"No"	"Yes"	"1"	"Aggression towards another person "	"AM"	"6"	"CH"	"41943"	"0.77083333333333337"	"MN"	"4"	"1"	"0"	"479"	"16"	"683"	"193"	"0"	"Yes"	"No idea what we're studying; No suspicions. "	"AM"	"3"	"1"	"1"	"4"	"3"	"3"	"No"	"No"	"7"	"4"	"5"	"1"	"1"	"6"	"3"	"2"	"4"	"5"	"1"	"1"	"2"	"1"	"7"	"1"	"2"	"5"	"4"	"7"	"7"	"6"	"5"	"5"	"M"	"19"	"5"	"1"	"3.2"	"CH"	"9"	"6"	"8"	"9"	"4"	"7"	"CH"	"0.959836166795123"	"0.939270347332755"	"883.9"	"81.64"	"848.4"	"87.435"	"899.35"	"83.59"	"844.7"	"87.66"	"NA, NA"	"Julian, Rachel"	"Violent"	"Easy"
"122"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"No"	"No"	"4"	"As a form of punishment depending on how the partner graded are essay"	"AM"	"4"	"CH"	"41945"	"0.5"	"Mallory "	"2"	"2"	"1"	"291"	"9"	"1172"	"58"	"61"	"Yes"	"No suspicions"	"AM"	"4"	"4"	"4"	"4"	"4"	"4"	"No"	"No"	"7"	"5"	"6"	"1"	"1"	"5"	"1"	"3"	"6"	"7"	"2"	"3"	"2"	"3"	"6"	"3"	"2"	"6"	"7"	"7"	"7"	"7"	"7"	"7"	"M"	"19"	"3"	"1"	"3"	"CH"	"7"	"2"	"5"	"8"	"-5"	"5"	"CH"	"0.918756627777433"	"0.902351521051562"	"967.8"	"82.29"	"887.9"	"86.255"	"997.05"	"84.945"	"899.65"	"83.3"	"NA, NA"	"Julian, Rachel"	"Violent"	"Hard"
"123"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"Yes"	"No"	"2"	"To test how angry we felt after the bad essay review"	"AM"	"5"	"CH"	"41945"	"0.5"	"JH"	"4"	"3"	"0"	"404"	"14"	"1319"	"157"	"0"	"Yes"	NA	"AM"	"5"	"2"	"1"	"1"	"2"	"5"	"No"	"No"	"7"	"5"	"4"	"1"	"1"	"2"	"1"	"3"	"7"	"7"	"3"	"1"	"1"	"1"	"7"	"1"	"1"	"5"	"6"	"6"	"5"	"7"	"7"	"7"	"M"	"18"	"5"	"1"	"3.5"	"CH"	"-1"	"-8"	"-7"	"0"	"-9"	"-7"	"CH"	"1.02631378713375"	"0.998490568030641"	"932.9"	"85.915"	"957.45"	"85.175"	"934.75"	"87.17"	"932.5"	"82.515"	"NA, NA"	"Julian, Rachel"	"Nonviolent"	"Easy"
"124"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"No"	"No"	"2"	"To see if we would assign our partner the most distraction due to the essay evaluation"	"AM"	"9"	"AM"	"41948"	"0.70833333333333337"	"Mallory "	"2"	"4"	"0"	"298"	"10"	"1061"	"91"	"35"	"Yes"	"No suspicions"	"AM"	"5"	"1"	"2"	"1"	"1"	"2"	"No"	"No"	"7"	"4"	"7"	"2"	"1"	"4"	"1"	"6"	"4"	"3"	"4"	"5"	"2"	"2"	"7"	"1"	"5"	"4"	"7"	"7"	"7"	"6"	"6"	"7"	"M"	"19"	"2"	"2"	"2.5"	"AM"	"3"	"4"	"-4"	"8"	"6"	"3"	"AM"	"0.957046423785152"	"0.959113791114245"	"962.9"	"85.565"	"921.55"	"86.74"	"955.35"	"87.665"	"916.3"	"86.935"	"NA, NA"	"Julian, Rachel"	"Nonviolent"	"Hard"
"125"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"No"	"No"	"2"	"To measure if there was any bias based upon the partner's essay response"	"AM"	"8"	"AM"	"41948"	"0.75"	"JC"	"4"	"1"	"0"	"305"	"22"	"631"	"183"	"0"	"Yes"	NA	"AM"	"4"	"2"	"4"	"1"	"2"	"4"	"No"	"No"	"7"	"6"	"5"	"1"	"1"	"4"	"2"	"2"	"7"	"6"	"2"	"1"	"2"	"2"	"6"	"1"	"4"	"6"	"5"	"5"	"4"	"3"	"4"	"5"	"M"	"18"	"2"	"1"	"3.2"	"AM"	"4"	"6"	"7"	"8"	"7"	"6"	"AM"	"1.00666889257716"	"1.00427245281873"	"1055.65"	"82.46"	"1062.7"	"89.085"	"1037.55"	"80.135"	"1041.75"	"87.885"	"NA, NA"	"Julian, Rachel"	"Violent"	"Easy"
"126"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Yes"	"2"	"To see how we would punish or reward our partner by reading their evaluation before"	"AM"	"4"	"AM"	"41949"	"0.63541666666666663"	"Danielle"	"4"	"2"	"2"	"315"	"9"	"1244"	"110"	"68"	"Yes"	NA	"AM"	"4"	"4"	"5"	"3"	"2"	"4"	"Yes"	"No"	"7"	"6"	"7"	"7"	"7"	"7"	"2"	"6"	"7"	"7"	"5"	"5"	"2"	"6"	"6"	"4"	"6"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"M"	"20"	"2"	"2"	"3.3"	"AM"	"5"	"8"	"8"	"7"	"7"	"7"	"AM"	"0.941801149614576"	"0.927857283676351"	"1011.2"	"88.84"	"952.35"	"88.525"	"1027.75"	"88.86"	"953.6"	"84.675"	"NA, NA"	"Julian, Rachel"	"Violent"	"Hard"
"127"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"No"	"No"	"1"	"So that the distraction level we received would be unbiased"	"AM"	"4"	"AM"	"41949"	"0.63541666666666663"	"JC"	"2"	"3"	"0"	"572"	"19"	"3485"	"25"	"0"	"Yes"	NA	"AM"	"2"	"4"	"4"	"1"	"4"	"4"	"No"	"No"	"7"	"3"	"5"	"1"	"1"	"2"	"1"	"1"	"4"	"7"	"1"	"1"	"1"	"1"	"7"	"1"	"2"	"4"	"2"	"7"	"7"	"7"	"6"	"7"	"M"	"20"	"5"	"3"	"3.2"	"AM"	"6"	"2"	"3"	"5"	"3"	"4"	"AM"	"0.934371757219249"	"0.907621499887922"	"905.1"	"87.945"	"845.7"	"76.705"	"925.5"	"89.535"	"840"	"76.855"	"NA, NA"	"Julian, Rachel"	"Nonviolent"	"Easy"
"128"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Yes"	"1"	"To see if we would respond aggresively based on their evaluation"	"AM"	"9"	"AM"	"41949"	"0.67708333333333337"	"Danielle"	"4"	"4"	"4"	"232"	"3"	"1043"	"47"	"86"	"Yes"	"Relationship using persuasive and reactive parts of brains in video games"	"AM"	"7"	"1"	"5"	"1"	"1"	"5"	"No"	"No"	"3"	"4"	"5"	"6"	"3"	"1"	"5"	"5"	"4"	"4"	"4"	"5"	"5"	"5"	"3"	"3"	"6"	"5"	"2"	"3"	"1"	"3"	"1"	"1"	"M"	"19"	"5"	"1"	"3.6"	"AM"	"-2"	"-5"	"-4"	"5"	"5"	"2"	"AM"	"1.02797486146361"	"1.02557488765881"	"902.4"	"88.45"	"927.6"	"81.975"	"862.05"	"84.445"	"884"	"86.75"	"NA, NA"	"Julian, Rachel"	"Nonviolent"	"Hard"
"129"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"No"	"No"	"5"	"To see if the \"critical\" evaluation of my essay would cause me to aggressively punish the \"partner\""	"AM"	"3"	"AM"	"41949"	"0.71875"	"JC"	"2"	"1"	"0"	"220"	"22"	"751"	"67"	"0"	"No"	"He said that the monsters in his game didn't fight back so he thought it was provoking aggression and then he got the feedback on his essay and didn't think his partner was real"	"AM"	"5"	"6"	"2"	"1"	"3"	"5"	"No"	"No"	"7"	"1"	"1"	"1"	"1"	"5"	"1"	"1"	"6"	"5"	"1"	"1"	"1"	"2"	"7"	"1"	"4"	"3"	"6"	"7"	"7"	"7"	"7"	"7"	"M"	"19"	"5"	"2"	"2.2999999999999998"	"AM"	"5"	"-2"	"-6"	"10"	"2"	"5"	"AM"	"0.968050260613144"	"0.957687525369383"	"916.55"	"89.345"	"887.25"	"82.72"	"931.15"	"84.3"	"891.75"	"88.715"	"NA, NA"	"Julian, Rachel"	"Violent"	"Easy"
"13"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"Maybe"	"No"	"2"	"To prove when people played violent video game have different thinking results for the others' distraction."	"AM"	"3"	"CH"	"41544"	"0.58333333333333337"	"Melissa"	"4"	"1"	"0"	"375"	"13"	"380"	"215"	"0"	"No"	"Not sure how much of essay prompt was understood; did seem to understand the process of judging essays was fake- learned about similar studies previously; English as a second language - I allowed him to use phone to translate"	"AM"	"6"	"2"	"6"	"1"	"1"	"4"	"Yes"	"Yes"	"6"	"6"	"4"	"1"	"1"	"6"	"1"	"1"	"4"	"5"	"2"	"2"	"1"	"4"	"4"	"5"	"4"	"5"	"2"	"7"	"6"	"6"	"6"	"7"	"M"	"19"	"6 \"Chinese\""	"2"	"3.7"	"AM"	"1"	"6"	"4"	"5"	"5"	"5"	"CH"	"0.972574850299401"	"0.962858153519632"	"835"	"83.12"	"812.1"	"88.94"	"848.1"	"85.13"	"816.6"	"87.82"	NA	"Julian"	"Violent"	"Easy"
"130"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"Maybe"	"Yes"	"2"	"To see if either of us would choose a long distraction time as a response to the criticisms given on each other's essays"	"AM"	"9"	"AM"	"41950"	"0.64583333333333337"	"SC"	"2"	"2"	"0"	"345"	"11"	"937"	"133"	"53"	"Yes"	"Said, \"I'm very neutral on abortion… not sure which side to support.\" I instructed to pick one, whichever best represented his opinions. Examine: how you react with a partner during the game. Out of place/odd?: how went from abortion to decoy. Deception worked"	"AM"	"6"	"2"	"4"	"1"	"2"	"6"	"No"	"No"	"7"	"6"	"6"	"5"	"5"	"7"	"2"	"5"	"5"	"6"	"3"	"2"	"1"	"5"	"7"	"2"	"1"	"7"	"5"	"6"	"6"	"7"	"5"	"7"	"M"	"19"	"5"	"1"	"3"	"AM"	"7"	"3"	"3"	"6"	"5"	"5"	"AM"	"0.902758473450381"	"0.905351574013395"	"923.4"	"81.41"	"833.6"	"89.11"	"934"	"81.63"	"845.6"	"89.015"	"NA, NA"	"Julian, Rachel"	"Violent"	"Hard"
"131"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"No"	"Maybe"	"3"	" To determine how we felt after reading the evaluation"	"AM"	"1"	"AM"	"41950"	"0.64583333333333337"	"MN"	"4"	"3"	"0"	"472"	"16"	"1022"	"280"	"0"	"Maybe"	"Essay eval- strong response seemed suspicious"	"AM"	"4"	"4"	"5"	"3"	"4"	"5"	"No"	"No"	"7"	"2"	"3"	"2"	"2"	"1"	"2"	"2"	"4"	"3"	"2"	"1"	"2"	"1"	"5"	"2"	"4"	"3"	"3"	"6"	"6"	"6"	"4"	"4"	"M"	"18"	"5"	"1"	"3"	"AM"	NA	NA	NA	NA	NA	NA	NA	"0.954141124095973"	"0.940634581602415"	"910.25"	"84.5"	"867.7"	"86.185"	"914.95"	"85.205"	"859.8"	"87.82"	"NA, NA"	"Julian, Rachel"	"Nonviolent"	"Easy"
"132"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"No"	"No"	"4"	"To see what punishment we would give based on the grade given on the exam"	"AM"	"6"	"AM"	"41950"	"0.6875"	"SC"	"2"	"4"	"0"	"476"	"15"	"1674"	"158"	"55"	"Yes"	"Plays doom/P.C. gamer; Examine: slight of hand/video game and persuasive ability/ see how insult affects distraction/ \"not really sure\"; Odd/out of place?: essay/insult seemed off.; Handwriting on post it note was same as insult. Said didn't click during study but once debriefed he noticed. "	"AM"	"4"	"4"	"4"	"1"	"7"	"4"	"No"	"No"	"7"	"7"	"7"	"1"	"1"	"2"	"1"	"5"	"7"	"7"	"1"	"1"	"1"	"5"	"7"	"2"	"1"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"M"	"18"	"5"	"1"	"4"	"AM"	"5"	"2"	"6"	"7"	"8"	"6.5"	"AM"	"1.00134194795771"	"0.987609991179437"	"877.95"	"85.34"	"879.05"	"86.6"	"887.25"	"87.365"	"876.25"	"86.51"	"NA, NA"	"Julian, Rachel"	"Nonviolent"	"Hard"
"133"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"Maybe"	"No"	"4"	"Depending on whether or not they graded the essay farily will determine how much \"distraction\" they assign to you"	"AM"	"9"	"AM"	"41950"	"0.6875"	"MN"	"4"	"1"	"0"	"402"	"13"	"1193"	"164"	"0"	"Maybe"	"Distraction assignment seemed suspicious"	"AM"	"7"	"1"	"5"	"1"	"1"	"5"	"No"	"No"	"7"	"7"	"7"	"1"	"1"	"5"	"1"	"3"	"6"	"5"	"2"	"1"	"1"	"1"	"7"	"1"	"5"	"7"	"2"	"7"	"3"	"3"	"3"	"5"	"M"	"18"	"5"	"1"	"4"	"AM"	"5"	"1"	"-3"	"7"	"1"	"0"	"AM"	"0.97294432244334"	"0.916786322977955"	"962.8"	"79.955"	"936.75"	"85.255"	"997.7"	"80.47"	"914.65"	"89.06"	"NA, NA"	"Julian, Rachel"	"Violent"	"Easy"
"134"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"Maybe"	"No"	"3"	"To see if the essay review related to time of distraction"	"AM"	"3"	"AM"	"41950"	"0.72916666666666663"	"SC"	"2"	"2"	"1"	"234"	"9"	"973"	"103"	"74"	"Maybe"	"Study about effect of distraction on video game playing. Anything suspicious: maybe we were writing the essay responses to distract the more. laughed when gave distraction assignment. Said essay review was too much. A normal person isn't that mean."	"AM"	"6"	"1"	"4"	"1"	"1"	"6"	"No"	"No"	"7"	"5"	"6"	"2"	"1"	"5"	"1"	"5"	"6"	"6"	"5"	"5"	"3"	"2"	"6"	"1"	"4"	"6"	"5"	"5"	"5"	"4"	"3"	"5"	"M"	"19"	"5"	"2"	"3"	"AM"	"5"	"-3"	"5"	"4"	"4"	"4"	"AM"	"0.913265451163296"	"0.923321799387057"	"998.1"	"84.195"	"911.55"	"86.905"	"998.7"	"81.795"	"922.15"	"88.975"	"NA, thumbs blocking fingers a little bit"	"Julian, Rachel"	"Violent"	"Hard"
"135"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"No"	"Yes"	"1"	"So it could be fair to both sides"	"AM"	"9"	"AM"	"41950"	"0.72916666666666663"	"MN"	"4"	"3"	"0"	"116"	"22"	"190"	"72"	"0"	"Yes"	"Did not wear headphones for full 15 minutes; No suspicions about study"	"AM"	"6"	"1"	"5"	"1"	"1"	"6"	"No"	"No"	"6"	"3"	"4"	"2"	"5"	"2"	"4"	"3"	"5"	"7"	"2"	"1"	"2"	"2"	"6"	"6"	"5"	"3"	"2"	"7"	"7"	"2"	"6"	"7"	"M"	"18"	"2"	"1"	"3.8"	"AM"	NA	NA	NA	NA	NA	NA	NA	"0.945432295969548"	"0.943008460432447"	"1040.2"	"88.845"	"983.45"	"83.295"	"1045.2"	"81.995"	"985.65"	"88.89"	"NA, NA"	"Julian, Rachel"	"Nonviolent"	"Easy"
"136"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"No"	"Maybe"	"2"	"To see how the evaluation and a semi-violent game would effect how we treated each other. Also to prevent participant/researcher bias"	"AM"	"7"	"AM"	"41952"	"0.5"	"Rachel Peterson"	"4"	"4"	"3"	"272"	"6"	"1201"	"63"	"57"	"Yes"	"No suspicion whatsoever "	"AM"	"4"	"4"	"5"	"3"	"4"	"5"	"No"	"No"	"6"	"4"	"5"	"2"	"3"	"2"	"2"	"4"	"4"	"4"	"3"	"4"	"5"	"4"	"5"	"2"	"2"	"4"	"2"	"5"	"5"	"2"	"6"	"6"	"M"	"19"	"5"	"2"	"2.2000000000000002"	"AM"	"5"	"-2"	"2"	"5"	"0"	"4"	"AM"	"0.95360836325424"	"0.952884843430055"	"856.9"	"84.575"	"817.15"	"85.825"	"862.15"	"84.95"	"821.5"	"89.79"	"NA, NA"	"Julian, Rachel"	"Nonviolent"	"Hard"
"137"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"No"	"No"	"4"	"To see our reaction upon seeing the grades we were giving and seeing if we would retaliate w/ long times since we know what the water feels like"	"AM"	"7"	"AM"	"41952"	"0.5"	"Mallory"	"2"	"1"	"0"	"421"	"16"	"791"	"239"	"0"	"Yes"	"No suspicions"	"AM"	"6"	"3"	"5"	"1"	"3"	"5"	"No"	"No"	"7"	"7"	"6"	"1"	"1"	"6"	"1"	"2"	"6"	"7"	"1"	"1"	"1"	"1"	"7"	"1"	"2"	"6"	"6"	"6"	"6"	"5"	"6"	"6"	"M"	"19"	"5"	"1"	"3.97"	"AM"	"3"	"-1"	"0"	"1"	"1"	"3"	"AM"	"0.959668307317034"	"0.957836044511805"	"901.65"	"86.125"	"865.3"	"83.205"	"874.35"	"84.67"	"837.4"	"84.505"	"NA, NA"	"Julian, Rachel"	"Violent"	"Easy"
"138"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"No"	"No"	"4"	"You wanted to see if I was upset by his evaluation to assign him the full time w/ hand in water"	"AM"	"5"	"AM"	"41952"	"?"	"Rachel Peterson"	"2"	"2"	"2"	"277"	"4"	"1141"	"85"	"98"	"No"	"No one showed up for the session. He noticed and said he didn't think we had a participant he was paired with"	"AM"	"5"	"2"	"4"	"1"	"2"	"5"	"No"	"No"	"7"	"7"	"7"	"7"	"2"	"6"	"2"	"5"	"6"	"6"	"4"	"6"	"2"	"7"	"7"	"2"	"2"	"7"	"7"	"7"	"4"	"7"	"4"	"6"	"M"	"22"	"5"	"4"	"2.75"	"AM"	"7"	"2"	"7"	"8"	"1"	"4"	"AM"	"0.939689311083044"	"0.904629418022422"	"896.8"	"88.705"	"842.35"	"82.185"	"944.8"	"87.66"	"854.7"	"83.08"	"NA, NA"	"Julian, Rachel"	"Violent"	"Hard"
"139"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"Maybe"	"No"	"2"	"To guage our aggression after reading the essay which conlicted with ours"	"AM"	"9"	"AM"	"41954"	"0.70833333333333337"	"Danielle"	"4"	"3"	"0"	"525"	"19"	"946"	"360"	"0"	"Yes"	"How he responded to essay; how influence(?) hand in water"	"AM"	"6"	"2"	"3"	"1"	"1"	"7"	"No"	"No"	"7"	"6"	"7"	"1"	"1"	"4"	"1"	"1"	"6"	"5"	"4"	"1"	"1"	"2"	"7"	"1"	"7"	"7"	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"AM"	"-1"	"-1"	"-1"	"0"	"-5"	"-1"	"AM"	"0.959004202030638"	"0.96250654803049"	"862"	"88.095"	"826.45"	"85.175"	"864.35"	"88.52"	"831.35"	"81.875"	"NA, NA"	"Julian, Rachel"	"Nonviolent"	"Easy"
"14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"No"	"No"	"5"	"To measure how angry we were after seeing each other's evaluation which was made up."	"AM"	"4"	"CH"	"41544"	"0.58333333333333337"	"Stephen"	"2"	"2"	"2"	"183"	"3"	"712"	"73"	"57"	"No"	"Participants exchanged a few words during hand scan; Didn't seem to know each other and weren't necessarily getting 'chummy'; During debrief said he knew it was a fake essay/deception because writing an essay was out of place for a video game study and it tipped him off that we were trying to deceive him/irritate him"	"AM"	"1"	"4"	"4"	"4"	"4"	"4"	"No"	"No"	"5"	"3"	"4"	"4"	"4"	"5"	"5"	"5"	"2"	"6"	"1"	"2"	"6"	"2"	"5"	"1"	"6"	"4"	"1"	"4"	"2"	"1"	"2"	"4"	"M"	"22"	"6 \"Middle Eastern\""	"4"	"3"	"AM"	"3"	"-7"	"2"	"3"	"-3"	"1"	"CH"	"0.911433172302738"	"0.906589595375723"	"869.4"	"86.74"	"792.4"	"79.46"	"865"	"85.23"	"784.2"	"77.63"	NA	"Julian"	"Violent"	"Hard"
"140"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"Maybe"	"No"	"3"	"Agression vs. prisoner's dilemma seeing as you just got judged by a random person and maybe didn't like the response"	"AM"	"1"	"AM"	"41954"	"0.70833333333333337"	"JC"	"2"	"4"	"14"	"304"	"11"	"1043"	"60"	"150"	"Maybe"	"Hard to tell if he was convinced. I think he believed it because before I gave him the debriefing Qs, I asked what he thought we were measuring and he just said, \"The prisoner's dilemma\"  I assume referring to how much he would punish his partner. But he never said he thought his partner was fake until after I told him."	"AM"	"4"	"4"	"5"	"3"	"4"	"5"	"No"	"No"	"5"	"3"	"3"	"4"	"2"	"2"	"2"	"5"	"4"	"4"	"3"	"5"	"3"	"2"	"3"	"2"	"3"	"2"	"5"	"6"	"5"	"3"	"3"	"5"	"M"	"19"	"5"	"2"	"3"	"AM"	NA	NA	NA	NA	NA	NA	NA	"0.96947903143909"	"0.969469365693463"	"813.8"	"81.62"	"788.1"	"71.43"	"820"	"86.535"	"794.3"	"73.73"	"NA, NA"	"Julian, Rachel"	"Nonviolent"	"Hard"
"141"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"No"	"No"	"3"	"To see if we would retaliate from having our essays graded poorly"	"AM"	"7"	"AM"	"41954"	"0.75"	"Danielle"	"4"	"1"	"0"	"440"	"15"	"1323"	"167"	"0"	"Yes"	NA	"AM"	"3"	"3"	"2"	"1"	"3"	"2"	"No"	"No"	"7"	"4"	"4"	"1"	"1"	"4"	"1"	"1"	"4"	"5"	"2"	"1"	"3"	"3"	"6"	"1"	"2"	"5"	"5"	"7"	"6"	"3"	"2"	"5"	"M"	"18"	"5"	"1"	"3.7"	"AM"	"8"	"6"	"8"	"10"	"8"	"7"	"AM"	"0.947416770869062"	"1.01367417577577"	"860.55"	"89.435"	"815.3"	"80.255"	"834"	"88.04"	"845.4"	"75.795"	"NA, right hand peeling, hard to tell what was what"	"Julian, Rachel"	"Violent"	"Easy"
"142"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"Maybe"	"Yes"	"1"	"To test if the game had made more aggressive toward my fellow man"	"AM"	"6"	"AM"	"41954"	"0.75"	"JC"	"2"	"2"	"4"	"290"	"6"	"1203"	"87"	"87"	"Yes"	NA	"AM"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"0.966088379278161"	"0.954629150346889"	"827.15"	"88.89"	"799.1"	"83.855"	"852.7"	"85.23"	"814.05"	"83.995"	"NA, NA"	"Julian, Rachel"	"Violent"	"Hard"
"143"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"No"	"No"	"4"	"After reading the review and playing the game we may have an amount of anger and that's how we would let it go."	"AM"	"1"	"AM"	"41955"	"0.70833333333333337"	"Mallory"	"2"	"3"	"0"	"522"	"17"	"924"	"274"	"0"	"Maybe"	"Suspicion about fake insult. Might be good, but I would still say no, he gave no distraction and thought pro-life or pro-choice essay choice was related to video game condition."	"AM"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4"	"4"	"1"	"3"	"5"	"5"	"AM"	"0.933437534913109"	"0.938010950054852"	"941.25"	"87.105"	"878.6"	"84.485"	"929.2"	"88.89"	"871.6"	"81.72"	"NA, NA"	"Julian, Rachel"	"Nonviolent"	"Easy"
"144"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"No"	"No"	"1"	"To judge the amount of agression we would have after seeing the feedback each other gave"	"AM"	"9"	"AM"	"41955"	"0.70833333333333337"	"JC"	"4"	"4"	"0"	"295"	"9"	"1131"	"70"	"36"	"Yes"	"He believed he was paired with someone else until the questionnaires"	"AM"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"9"	"5"	"7"	"10"	"9"	"8"	"AM"	"0.959202054200028"	"0.963242467289382"	"875.65"	"89.185"	"839.9"	"84.465"	"862.4"	"80.895"	"830.7"	"78.16"	"NA, NA"	"Julian, Rachel"	"Nonviolent"	"Hard"
"145"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"No"	"Yes"	"2"	"If your partner's evaluation was good, you would probably not put as much distraction on him"	"AM"	"9"	"AM"	"41955"	"0.75"	"JC"	"4"	"1"	"0"	"548"	"21"	"220"	"363"	"0"	"Yes"	NA	"AM"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"7"	"4"	"6"	"8"	"4"	"6"	"AM"	"1.02404940479085"	"0.964981970326084"	"862.25"	"82.625"	"882.05"	"89.415"	"886.15"	"80.16"	"855.15"	"87.85"	"NA, NA"	"Julian, Rachel"	"Violent"	"Easy"
